code,name,type,parent_code,city_class
0501606010,Bayan-bayan,barangay,0501606000,
0501606011,Benit,barangay,0501606000,
0501606012,Anahaw,barangay,0501606000,
0501606013,Gumamela,barangay,0501606000,
0501606014,San Francisco,barangay,0501606000,
0501606015,Kalamunding,barangay,0501606000,
0501606016,Bulhao,barangay,0501606000,
0501606017,Cabatuhan,barangay,0501606000,
0501606018,Cabusay,barangay,0501606000,
0501606019,Calabasa,barangay,0501606000,
0501606020,Canapawan,barangay,0501606000,
0501606021,Daguit,barangay,0501606000,
0501606022,Dalas,barangay,0501606000,
0501606023,Dumagmang,barangay,0501606000,
0501606024,Exciban,barangay,0501606000,
0501606025,Fundado,barangay,0501606000,
0501606026,Guinacutan,barangay,0501606000,
0501606027,Guisican,barangay,0501606000,
0501606028,Iberica,barangay,0501606000,
0501606030,Lugui,barangay,0501606000,
0501606031,Mabilo I,barangay,0501606000,
0501606032,Mabilo II,barangay,0501606000,
0501606033,Macogon,barangay,0501606000,
0501606034,Mahawan-hawan,barangay,0501606000,
